player,season,team,pos,age,minutos_totales,partidos_totales,minutos_por_partido,ws,per
Arron Afflalo,2011,DEN,SG,25,"2324,0","69,0","33,7","6,2","13,6"
Ed Davis,2011,TOR,PF,21,"1602,0","65,0","24,6","4,0","15,8"
Earl Clark,2011,ORL,SF,23,"464,0","42,0","11,0","0,3","10,1"
Robin Lopez,2011,PHO,C,22,"991,0","67,0","14,8","1,5","13,9"
Patrick Patterson,2011,HOU,PF,21,"868,0","52,0","16,7","2,4","16,7"
J.J. Barea,2011,DAL,PG,26,"1669,0","81,0","20,6","3,2","14,8"
Austin Daye,2011,DET,SF,22,"1446,0","72,0","20,1","2,1","13,0"
Kurt Thomas,2011,CHI,PF,38,"1178,0","52,0","22,7","3,2","10,0"
Marreese Speights,2011,PHI,C,23,"734,0","64,0","11,5","1,7","15,3"
Matt Barnes,2011,LAL,SF,30,"1020,0","53,0","19,2","3,0","14,6"
Larry Sanders,2011,MIL,C,22,"872,0","60,0","14,5","1,0","11,0"
James Johnson,2011,TOR,SF,23,"822,0","38,0","21,6","0,6","12,6"
Roy Hibbert,2011,IND,C,24,"2244,0","81,0","27,7","3,6","15,9"
Luke Babbitt,2011,POR,SF,21,"137,0","24,0","5,7","-0,4","1,0"
Jrue Holiday,2011,PHI,PG,20,"2901,0","82,0","35,4","5,7","15,4"
JaVale McGee,2011,WAS,C,23,"2193,0","79,0","27,8","5,3","17,4"
Hamed Haddadi,2011,MEM,C,25,"168,0","31,0","5,4","0,6","19,7"
Keith Bogans,2011,CHI,SG,30,"1461,0","82,0","17,8","3,6","9,0"
Ty Lawson,2011,DEN,PG,23,"2103,0","80,0","26,3","6,7","17,9"
Solomon Jones,2011,IND,C,26,"528,0","39,0","13,5","0,5","8,5"
Eric Bledsoe,2011,LAC,PG,21,"1841,0","81,0","22,7","0,3","10,8"
Jeff Teague,2011,ATL,PG,22,"963,0","70,0","13,8","1,7","14,6"
Avery Bradley,2011,BOS,PG,20,"162,0","31,0","5,2","-0,5","2,2"
Eric Maynor,2011,OKC,PG,23,"1200,0","82,0","14,6","1,5","11,7"
Ryan Anderson,2011,ORL,PF,22,"1424,0","64,0","22,2","6,4","19,0"
Ronnie Price,2011,UTA,SG,27,"717,0","59,0","12,2","-0,7","5,5"
James Anderson,2011,SAS,SF,21,"286,0","26,0","11,0","0,3","8,5"
Darren Collison,2011,IND,PG,23,"2360,0","79,0","29,9","4,3","15,6"
Courtney Lee,2011,HOU,SG,25,"1723,0","81,0","21,3","2,7","12,6"
Zydrunas Ilgauskas,2011,MIA,C,35,"1145,0","72,0","15,9","2,9","12,8"
Eddie House,2011,MIA,SG,32,"978,0","56,0","17,5","2,2","11,9"
Shaquille O'Neal,2011,BOS,C,38,"752,0","37,0","20,3","2,7","17,4"
Kosta Koufos,2011,DEN,C,21,"434,0","50,0","8,7","0,2","12,6"
Omri Casspi,2011,SAC,SF,22,"1702,0","71,0","24,0","2,5","11,7"
Trevor Booker,2011,WAS,PF,23,"1063,0","65,0","16,4","2,6","15,3"
Serge Ibaka,2011,OKC,PF,21,"2216,0","82,0","27,0","7,6","17,7"
Byron Mullens,2011,OKC,PF,21,"85,0","13,0","6,5","-0,2","3,5"
Royal Ivey,2011,OKC,SG,29,"155,0","25,0","6,2","0,2","8,2"
Nicolas Batum,2011,POR,SF,22,"2522,0","80,0","31,5","6,6","14,8"
Damion James,2011,NJN,SF,23,"403,0","25,0","16,1","0,1","10,1"
Rodrigue Beaubois,2011,DAL,PG,22,"496,0","28,0","17,7","0,2","11,4"
Brian Cook,2011,LAC,PF,30,"447,0","40,0","11,2","0,6","11,6"
James Jones,2011,MIA,SF,30,"1549,0","81,0","19,1","4,7","11,1"
Darrell Arthur,2011,MEM,PF,22,"1609,0","80,0","20,1","3,8","15,7"
Taj Gibson,2011,CHI,PF,25,"1742,0","80,0","21,8","5,2","14,3"
Dominique Jones,2011,DAL,SG,22,"135,0","18,0","7,5","0,0","10,6"
D.J. White,2011,CHA,C-PF,24,"685,0","47,0","14,6","1,8","15,3"
Kyrylo Fesenko,2011,UTA,C,24,"456,0","53,0","8,6","-0,1","5,8"
DeMarre Carroll,2011,HOU,PF,24,"50,0","12,0","4,2","0,1","8,7"
Wayne Ellington,2011,MIN,SG,23,"1181,0","62,0","19,0","0,3","8,6"
Quincy Pondexter,2011,NOH,SF,22,"734,0","66,0","11,1","0,9","8,5"
Toney Douglas,2011,NYK,SG,24,"1971,0","81,0","24,3","4,2","15,2"
Jordan Crawford,2011,WAS,SG,22,"1027,0","42,0","24,5","-0,6","11,8"
Quinton Ross,2011,NJN,SF,29,"353,0","36,0","9,8","0,0","3,7"
Jawad Williams,2011,CLE,SF,27,"391,0","26,0","15,0","-0,5","4,8"
Aaron Gray,2011,NOH,C,26,"531,0","41,0","13,0","1,1","11,0"
Christian Eyenga,2011,CLE,SF,21,"947,0","44,0","21,5","-0,3","9,0"
Lazar Hayward,2011,MIN,SF,24,"419,0","42,0","10,0","0,3","10,8"
Jon Brockman,2011,MIL,C,23,"677,0","63,0","10,7","1,9","9,6"
Stephen Graham,2011,NJN,SG,28,"959,0","59,0","16,3","-0,3","4,4"
Joey Graham,2011,CLE,SF,28,"586,0","39,0","15,0","0,0","7,7"
Patty Mills,2011,POR,PG,22,"783,0","64,0","12,2","0,7","13,0"
DeJuan Blair,2011,SAS,PF,21,"1734,0","81,0","21,4","4,8","17,1"
Sam Young,2011,MEM,SF,25,"1577,0","78,0","20,2","2,9","12,5"
Ian Mahinmi,2011,DAL,C,24,"488,0","56,0","8,7","1,8","13,7"
Josh McRoberts,2011,IND,PF,23,"1597,0","72,0","22,2","4,9","16,0"
Mario Chalmers,2011,MIA,PG,24,"1579,0","70,0","22,6","2,9","10,3"
Jamaal Magloire,2011,MIA,C,32,"158,0","18,0","8,8","0,6","12,7"
Melvin Ely,2011,DEN,C,32,"366,0","30,0","12,2","0,6","8,3"
Tracy McGrady,2011,DET,SG,31,"1686,0","72,0","23,4","2,1","14,9"
Luther Head,2011,SAC,PG,28,"586,0","36,0","16,3","0,9","11,7"
Earl Watson,2011,UTA,PG,31,"1567,0","80,0","19,6","1,0","10,2"
Sonny Weems,2011,TOR,SF,24,"1413,0","59,0","23,9","-0,4","10,2"
Kwame Brown,2011,CHA,C,28,"1714,0","66,0","26,0","3,5","12,8"
Francisco Elson,2011,UTA,C,34,"610,0","62,0","9,8","0,6","8,9"
Tony Battie,2011,PHI,C,34,"377,0","38,0","9,9","0,6","9,5"
Von Wafer,2011,BOS,SG,25,"553,0","58,0","9,5","1,1","10,6"
Malik Allen,2011,ORL,PF,32,"178,0","18,0","9,9","0,2","3,3"
DeAndre Jordan,2011,LAC,C,22,"2047,0","80,0","25,6","5,2","14,8"
Jason Collins,2011,ATL,C,32,"593,0","49,0","12,1","0,6","5,4"
Shelden Williams,2011,NYK,PF,27,"911,0","59,0","15,4","1,9","12,3"
Shawne Williams,2011,NYK,PF,24,"1323,0","64,0","20,7","2,5","12,2"
George Hill,2011,SAS,PG,24,"2148,0","76,0","28,3","6,1","14,6"
Josh Powell,2011,ATL,PF,28,"653,0","54,0","12,1","-0,2","8,0"
Henry Walker,2011,NYK,SG,23,"784,0","61,0","12,9","1,1","11,3"
Juwan Howard,2011,MIA,PF,37,"592,0","57,0","10,4","0,9","8,4"
Joe Smith,2011,LAL,PF,35,"69,0","16,0","4,3","-0,1","-0,1"
Theo Ratliff,2011,LAL,C,37,"71,0","10,0","7,1","0,0","4,4"
Darnell Jackson,2011,SAC,PF,25,"486,0","59,0","8,2","0,7","12,3"
Luc Mbah a Moute,2011,MIL,PF,24,"2093,0","79,0","26,5","4,8","11,5"
